country,country_code,year,health_exp,life_expect,maternal_mortality,infant_mortality,neonatal_mortality,under_5_mortality,prev_hiv,inci_tuberc,prev_undernourishment
Denmark,DNK,2004,9.01,77.49268293,7,4.2,3.1,5,0.1,7.6,2.5
Dominican Republic,DOM,2004,4.2877388,70.331,81,30.1,23,36.7,1.4,63,23.2
Algeria,DZA,2004,3.5440731,71.762,137,30.3,20.5,35.3,0.1,76,6.5
East Asia & Pacific (excluding high income),EAP,2004,3.89262809,72.01695943,115,26.25866983,16.77758499,33.42400487,,181,11.28015267
Early-demographic dividend,EAR,2004,4.800607794,65.73923373,286,50.82991021,32.57126004,67.74640748,0.871413219,,18.1521899
East Asia & Pacific,EAS,2004,6.177704328,72.95352504,110,24.8,15.8,31.6,,167,10.3462122
Europe & Central Asia (excluding high income),ECA,2004,5.278861927,70.0089215,32,27.84669907,16.57110104,32.75975512,,95,7.43344866
Europe & Central Asia,ECS,2004,8.615599416,74.03991792,21,13.9,8.4,16.6,,50,3.803654511
Ecuador,ECU,2004,5.56991434,74.279,94,20.6,11.5,24.4,0.3,58,21.8
"Egypt, Arab Rep.",EGY,2004,4.85732365,68.613,63,30.6,19.7,37.5,0.1,22,5.8
Euro area,EMU,2004,9.192097927,79.22823708,8,4.031301052,2.749805321,5.029104878,0.2600033,,2.580075041
Eritrea,ERI,2004,7.00984955,59.899,575,47.9,25.2,70.7,1.2,257,
Spain,ESP,2004,7.65842772,79.87073171,5,3.9,2.5,4.9,0.4,16,2.5
Estonia,EST,2004,5.33758926,71.9097561,15,6.2,3.7,7.8,0.5,45,2.9
Ethiopia,ETH,2004,4.31281853,53.235,900,73.4,44.5,115.8,2,358,39.7
European Union,EUU,2004,9.005649441,78.11445906,10,5.038549768,3.304345127,6.142716006,0.217101761,,2.607472614
Fragile and conflict affected situations,FCS,2004,4.770584442,56.61904039,721,76.47744186,37.25078416,121.1823108,2.052020261,,22.07932684
Finland,FIN,2004,8.06,78.71463415,7,3.2,2.1,3.9,,7,2.5
Fiji,FJI,2004,3.25768542,66.424,46,19.6,11.4,23,0.1,20,3.7
France,FRA,2004,10.16429329,80.16341463,9,3.4,2.5,4.8,0.3,10,2.5
Faroe Islands,FRO,2004,,79.09268293,,,,,,,
"Micronesia, Fed. Sts.",FSM,2004,12.02715683,70.838,62,29.8,19.5,36.4,,132,
Gabon,GAB,2004,3.33045959,61.838,227,48.9,26.7,76.4,4.9,596,14.1
United Kingdom,GBR,2004,8.30715179,78.74634146,11,5.2,3.5,6.1,,13,2.5
Georgia,GEO,2004,8.09,70.567,50,23.1,17.2,26,0.1,192,3.9
Ghana,GHA,2004,2.76365352,59.191,420,56.6,33.1,86,2.3,206,12.1
Gibraltar,GIB,2004,,80.948,,,,,,,
Guinea,GIN,2004,4.78467607,54.117,887,87.6,40.7,141.5,1.7,214,16.3
"Gambia, The",GMB,2004,5.42000151,58.088,745,54.6,37.6,95.3,1.9,191,19.4
Guinea-Bissau,GNB,2004,4.27734661,52.15,1008,92.6,51.6,150.7,4.5,353,16.5
Equatorial Guinea,GNQ,2004,1.45293343,55.036,286,96.1,43.3,138.1,4.7,187,
Greece,GRC,2004,8.0939045,79.03902439,3,4.1,2.7,4.9,0.1,7.7,2.5
Grenada,GRD,2004,5.36568451,71.788,41,12.5,7.9,14.6,,2.2,
Greenland,GRL,2004,,67.72634146,,,,,,151,
Guatemala,GTM,2004,6.26182795,69.165,140,35.6,19.1,44.4,0.4,32,19.5
Guam,GUM,2004,,76.923,,,,,,35,
Guyana,GUY,2004,3.43770432,64.93,172,34,25.2,42.2,1,99,6.4
High income,HIC,2004,10.34219422,76.96951774,14,6.1,4,7.3,,27,2.707173238
"Hong Kong SAR, China",HKG,2004,,81.79926829,,,,,,95,2.5
Honduras,HND,2004,6.85484362,69.796,72,25.9,15.9,31.2,0.7,62,21.4
Heavily indebted poor countries (HIPC),HPC,2004,4.776342636,54.72331943,662,76.28634859,37.07945551,121.7154637,3.204458579,,29.88523713
Croatia,HRV,2004,6.5,75.5202439,10,6,4.4,7,0.1,31,3.1
Haiti,HTI,2004,3.42928433,58.475,429,66.5,29.6,91.4,2,276,51.7
Hungary,HUN,2004,7.76,72.64878049,13,6.8,4.4,7.9,,26,2.5
IBRD only,IBD,2004,5.090441148,69.50551756,172,37.63432415,24.17509771,49.08438218,,,12.53327862
IDA & IBRD total,IBT,2004,4.998391608,66.89305789,329,50.53482154,29.34063272,71.7122343,1.123217917,,14.72815505
IDA total,IDA,2004,3.964465283,58.16989282,603,72.94146601,38.3125586,111.0141482,2.157836861,,22.3799835
IDA blend,IDB,2004,3.565226923,56.93236384,650,80.23092848,42.79256429,119.2738688,,,16.36103891
Indonesia,IDN,2004,2.12002277,65.75,284,36.9,20.4,49.3,0.2,363,18.2
IDA only,IDX,2004,4.323292027,58.78955425,579,69.21699818,36.02355072,106.793938,2.047968784,,25.59563674
Isle of Man,IMN,2004,,76.966,,,,,,,
India,IND,2004,3.96,64.524,301,58.7,39.1,77.7,0.5,315,22
Not classified,INX,2004,,,,,,,,,
Ireland,IRL,2004,7.21972942,78.53902439,8,4.7,3.2,5.6,0.1,12,2.5
"Iran, Islamic Rep.",IRN,2004,5.12801409,71.37,38,23.7,16.7,28.4,0.1,18,5.1
Iraq,IRQ,2004,3.90128636,65.031,118,33,22.7,40.9,0.1,49,17.8
Iceland,ISL,2004,9.33,80.99756098,4,2.6,1.7,3.3,0.1,4.3,2.5
Israel,ISR,2004,6.8,80.14634146,4,4.7,2.9,5.8,,7.9,2.5
Italy,ITA,2004,8.17,80.7804878,8,3.9,2.8,4.6,0.2,7.8,2.5
Jamaica,JAM,2004,4.80435276,70.86,82,16.4,15.6,19.2,1.5,5.3,7.2
Jordan,JOR,2004,8.74670506,72.772,59,20.3,14.3,24,0.1,7.3,5.3
Japan,JPN,2004,7.54,82.0302439,7,2.8,1.5,3.9,,27,2.5
Kazakhstan,KAZ,2004,3.98,66.06,36,28.9,20.4,33,,195,7.4
Kenya,KEN,2004,4.23645926,56.361,504,47.5,23.4,76.1,6.9,634,31.8
Kyrgyz Republic,KGZ,2004,6.2,68.15365854,85,35.4,19.4,40.9,0.1,139,8.2
Cambodia,KHM,2004,7.07894278,63.552,447,56.9,28.5,70.7,1.1,525,19.3
Kiribati,KIR,2004,12.43,64.989,116,47.3,25.2,61.4,,403,6
St. Kitts and Nevis,KNA,2004,4.49067402,71.303,,16.9,13.9,20,,5,
"Korea, Rep.",KOR,2004,4.26715517,77.66585366,13,5.1,2.6,6,,78,2.5
Kuwait,KWT,2004,2.35702467,76.792,10,10.3,5.9,12,0.1,30,2.5
Latin America & Caribbean (excluding high income),LAC,2004,6.702666408,72.1004688,88,23.6165948,13.86399235,28.15996297,0.414871256,52,9.584367184
Lao PDR,LAO,2004,3.54057336,60.293,471,65.8,34.4,90.3,0.2,282,24
Lebanon,LBN,2004,7.99923086,75.976,25,13.7,9.4,15.9,0.1,9.8,10.4
Liberia,LBR,2004,6.3381567,56.013,700,97,40.5,139.5,2,262,34.7
Libya,LBY,2004,3.38328195,71.49,49,21,13.1,24.4,0.1,40,4.5
St. Lucia,LCA,2004,4.76760817,72.028,83,15.9,12.4,18.1,,11,
Latin America & Caribbean,LCN,2004,6.699484942,72.35402977,87,22.8,13.5,27.2,0.418261467,50,9.398161791
Least developed countries: UN classification,LDC,2004,4.107682415,57.84138437,616,72.97773732,37.67089735,113.6126355,2.124601032,,27.87428047
Low income,LIC,2004,4.854027157,55.82059594,684,76.8,38,122.3,2.494189862,254,31.11493093
Liechtenstein,LIE,2004,,81.77073171,,,,,,,
Sri Lanka,LKA,2004,4.04,67.091,48,17.6,7.5,28.7,0.1,66,15.1
Lower middle income,LMC,2004,3.994620897,63.44584826,388,59.5,35.7,83.1,0.899893265,300,19.68950865
Low & middle income,LMY,2004,4.941776046,66.80076977,336,51.40672537,29.85124054,73.00456175,1.151090695,217,15.36982454
Lesotho,LSO,2004,6.05738831,43.711,555,72.1,37,116.1,23,1150,
Late-demographic dividend,LTE,2004,5.100441378,72.63516339,55,20.61910457,14.06727819,25.00933313,,,8.109972959
Lithuania,LTU,2004,5.51,71.96097561,12,7.5,4.3,9.3,0.1,69,2.5
Luxembourg,LUX,2004,7.28,79.12195122,10,2.9,1.8,3.5,0.2,7.8,2.5
Latvia,LVA,2004,6.2,72.02682927,31,9.1,5.5,11.2,0.3,80,2.5
"Macao SAR, China",MAC,2004,,81.691,,,,,,80,17.5
St. Martin (French part),MAF,2004,,77.384,,,,,,,
Morocco,MAR,2004,4.23211098,68.231,209,37.2,25.4,43.7,0.1,99,4.9
Monaco,MCO,2004,4.52466917,,,3.7,2.5,4.6,,0.73,
Moldova,MDA,2004,8.97,67.861,28,18.3,14.6,21.5,0.4,133,31.9
Madagascar,MDG,2004,5.25089979,60.149,598,57.7,28.2,88,0.1,268,35.2
Maldives,MDV,2004,7.48,73.538,79,21.5,13.5,27,0.1,48,
Middle East & North Africa,MEA,2004,4.272083989,70.28246911,91,29.3,19.1,35.9,0.1,40,7.894306136
Mexico,MEX,2004,5.95390368,74.372,53,20.1,10.4,23.7,0.3,18,4.3
Marshall Islands,MHL,2004,15.61940098,63.695,,33.5,18.7,41.5,,282,
Middle income,MIC,2004,4.943546554,67.81160135,275,47.01761966,28.4488259,64.50311862,,214,14.07583865
North Macedonia,MKD,2004,8.47,73.59756098,9,12.5,8.7,14,0.1,39,5.4
Mali,MLI,2004,5.21767759,53.538,563,91.1,44.8,163.2,1.5,71,14.4
Malta,MLT,2004,8.05,79.25365854,8,6.1,4.6,7,0.1,5,2.5
Myanmar,MMR,2004,2.32,61.25,326,58.8,33.7,79.3,0.8,549,31.4
Middle East & North Africa (excluding high income),MNA,2004,4.732185837,69.61458338,99,31.32164913,20.50060026,38.54170873,0.1,43,8.250344884
Montenegro,MNE,2004,,74.56395122,9,10,7.5,11.4,0.1,,7
Mongolia,MNG,2004,4.15718555,64.796,101,35.7,18.6,44.6,0.1,428,29.8
Northern Mariana Islands,MNP,2004,,,,,,,,95,
Mozambique,MOZ,2004,3.67226458,51.249,420,91.1,38.7,139.9,10.5,341,34.5
Mauritania,MRT,2004,3.70429492,61.593,657,52.4,33.5,77.4,0.6,193,8.2
Mauritius,MUS,2004,3.31652546,72.26585366,46,13.8,10.1,15.7,,14,5.4
Malawi,MWI,2004,4.07199907,50.453,386,70,31,119.6,12.6,402,23
Malaysia,MYS,2004,2.86016941,73.898,33,7.1,4.3,8.3,0.4,68,3
North America,NAC,2004,14.12596206,77.73476548,13,6.7,4.5,7.9,,5.7,2.5
Namibia,NAM,2004,10.12623405,51.246,402,42.4,21.6,74.1,13.8,1260,18.5
New Caledonia,NCL,2004,,75.47073171,,,,,,29,10.2
Niger,NER,2004,4.97818327,52.589,801,83,38.8,183.6,0.7,151,19.4
Nigeria,NGA,2004,4.63368416,48.767,1088,97.6,41.7,160,,219,7.8
Nicaragua,NIC,2004,6.05740356,67.423,166,25.8,14.2,31,0.2,52,22.5
Netherlands,NLD,2004,9.11,79.09512195,11,4.6,3.5,5.5,0.1,9.2,2.5
Norway,NOR,2004,8.8,79.84146341,6,3.4,2.3,4.2,,7.1,2.5
Nepal,NPL,2004,4.05,64.818,392,48.5,34.6,63.3,0.2,371,17.9
Nauru,NRU,2004,6.87889576,58.072,,31.5,24.7,38.7,,75,
New Zealand,NZL,2004,7.90090561,79.54878049,12,5.6,3.3,6.7,0.1,10,2.5
OECD members,OED,2004,10.41803418,77.89459554,22,9.544822985,5.727008033,11.39312319,,,3.055933696
Oman,OMN,2004,2.59660101,74.329,20,11.4,5.8,13.2,0.1,14,10.7
Other small states,OSS,2004,5.511420728,67.75469032,291,42.55571841,21.71466102,58.19737866,3.773702024,,11.97623885
Pakistan,PAK,2004,2.22177458,63.052,334,78.1,53.5,98.5,0.1,276,18.5
Panama,PAN,2004,7.34004402,75.544,59,19.1,12.5,22.4,0.7,65,20.3
Peru,PER,2004,4.42970943,72.668,101,21.8,12.7,28.1,0.4,151,20.6
Philippines,PHL,2004,3.05,70.037,125,26.1,15.6,33.7,0.1,549,16.2
Palau,PLW,2004,9.91890907,,,22.3,12.3,22.9,,29,
Papua New Guinea,PNG,2004,2.59372902,61.761,310,50.8,28.8,66.7,0.6,432,28.9
Poland,POL,2004,5.87,74.84634146,5,6.8,4.8,7.8,0.1,26,2.5
Pre-demographic dividend,PRE,2004,4.541672206,53.31130672,729,81.21562036,37.0946394,130.9762964,3.60150291,,24.11008042
Puerto Rico,PRI,2004,,77.143,20,,,,,3.7,
"Korea, Dem. People's Rep.",PRK,2004,,69.437,131,26.2,18.2,33.9,,513,33.2
Portugal,PRT,2004,9.53,77.67073171,9,3.9,2.6,5,0.6,40,2.5
Paraguay,PRY,2004,4.93224335,70.481,127,25.5,16.4,30.7,0.2,47,7.5
West Bank and Gaza,PSE,2004,,71.182,60,22.6,15.7,26.9,,0.83,
Pacific island small states,PSS,2004,5.118262758,67.68232018,91,23.0415325,12.44173191,27.63624818,,,6.246408209
Post-demographic dividend,PST,2004,10.65048612,78.33392584,11,5.488144009,3.601214383,6.640639686,,,2.537666975
French Polynesia,PYF,2004,,79.696,,,,,,28,3.9
Qatar,QAT,2004,3.18311739,75.961,23,9.3,5.7,10.8,0.1,40,
Romania,ROU,2004,5.48,71.56097561,46,16.4,9,19.3,0.1,154,2.5
Russian Federation,RUS,2004,4.76,65.47097561,35,12,6.8,15,,87,2.5
Rwanda,RWA,2004,7.50929976,55.491,599,72.9,32.9,118.6,4.2,93,36.2
South Asia,SAS,2004,3.620284779,64.54754221,338,60.9,41.2,80.1,0.404762565,297,20.88864734
Saudi Arabia,SAU,2004,3.58400226,74.153,18,15,9.1,17.5,0.1,19,4.8
Sudan,SDN,2004,4.15593481,56.773,564,58.9,34.7,90,0.1,142,
Senegal,SEN,2004,4.56856203,60.027,550,56.1,33.4,99,0.7,144,19.7
Singapore,SGP,2004,3.15019798,79.4902439,14,2.4,1.3,3.1,,39,
Solomon Islands,SLB,2004,7.72383881,67.801,159,24.7,12.3,29.6,,90,12.1
Sierra Leone,SLE,2004,8.67061424,47.577,1367,127.4,46.4,202.3,1.7,314,48.3
El Salvador,SLV,2004,8.1302166,70.34,35,22.2,12,26.3,0.5,29,8.1
San Marino,SMR,2004,4.86479282,,,3.6,1.8,3.9,,0,
Somalia,SOM,2004,,50.538,1102,104,45.7,171.9,,285,70
Serbia,SRB,2004,7.84200048,72.68292683,15,8.4,6,9.7,0.1,,2.7
Sub-Saharan Africa (excluding high income),SSA,2004,5.483737597,52.8329492,719,79.45879939,36.48020464,128.8083764,5.345980001,358,23.98719305
South Sudan,SSD,2004,,50.917,1372,91.1,51.1,147.9,2.5,,
Sub-Saharan Africa,SSF,2004,5.482975599,52.83510475,728,79.5,36.5,128.9,5.345980001,358,23.98470194
Small states,SST,2004,5.364956869,67.98670408,234,36.26626742,19.32856812,48.282649,2.944537741,,10.38906364
Sao Tome and Principe,STP,2004,11.91980934,63.731,159,42.1,20.1,60.4,1.8,138,11
Suriname,SUR,2004,5.4608078,66.416,229,24.2,17,27.3,1.3,25,9.8
Slovak Republic,SVK,2004,6.37,73.95853659,8,7.2,4.1,8.6,0.1,14,5.9
Slovenia,SVN,2004,7.94,77.20731707,10,3.7,2.6,4.4,0.1,14,2.5
Sweden,SWE,2004,8.13,80.49756098,5,3.1,2,3.7,,5.5,2.5
Eswatini,SWZ,2004,6.81432486,42.538,663,71,28.4,120.1,26.3,1320,8.6
Sint Maarten (Dutch part),SXM,2004,,74.24,,,,,,,
Seychelles,SYC,2004,4.90274191,72.66097561,31,11.9,8.7,13.8,,23,2.6
Syrian Arab Republic,SYR,2004,4.47935343,72.475,25,17.3,10.9,20.2,0.1,32,6.5
Turks and Caicos Islands,TCA,2004,,76.786,,6.2,4.9,9,,30,
Chad,TCD,2004,5.50012684,48.232,1229,93.9,40.5,170.4,1.8,151,36.1
East Asia & Pacific (IDA & IBRD countries),TEA,2004,3.893036276,72.05053771,115,26.25943744,16.7594035,33.41785886,,,10.99417949
Europe & Central Asia (IDA & IBRD countries),TEC,2004,5.250039882,69.11345701,31,21.54122122,12.74529716,25.56641558,,,5.046149016
Togo,TGO,2004,3.0855279,55.569,490,68,33.5,106.2,3.5,66,28.4
Thailand,THA,2004,3.13893151,73.08,42,14.7,9.5,17.1,2,232,13.9
Tajikistan,TJK,2004,4.8,66.028,47,50.5,23.8,60.2,0.1,207,40.2
Turkmenistan,TKM,2004,6.25892353,66.075,18,46.5,26.9,55,,90,4.5
Latin America & the Caribbean (IDA & IBRD countries),TLA,2004,6.708298927,72.22105897,88,23.0300693,13.5956873,27.42965282,0.422121058,,9.543845565
Timor-Leste,TLS,2004,4.26103544,61.628,624,73.6,33.1,92,0.1,498,31.7
Middle East & North Africa (IDA & IBRD countries),TMN,2004,4.732185837,69.59808725,99,31.46946202,20.58195994,38.73901025,0.1,,8.250344884
Tonga,TON,2004,4.50741625,69.67,95,13,6.4,15.1,,13,
South Asia (IDA & IBRD),TSA,2004,3.620284779,64.54754221,334,60.89006656,41.15740066,80.09755462,0.404762565,,20.88864734
Sub-Saharan Africa (IDA & IBRD countries),TSS,2004,5.482975599,52.83510475,719,79.4555369,36.4788631,128.8028225,5.345980001,,23.98470194
Trinidad and Tobago,TTO,2004,4.30805206,71.076,57,23.4,16.9,26.3,1.4,15,11.2
Tunisia,TUN,2004,5.19890785,74.49,58,19.4,14.5,22.8,0.1,25,4.1
Turkiye,TUR,2004,4.91,73.24,27,23.3,13.7,27.8,,30,4.5
Tuvalu,TUV,2004,9.88583279,63.693,,31.6,23,38.9,,186,
Tanzania,TZA,2004,5.7373414,55.596,588,61.3,28.4,98.8,6.3,510,31.4
Uganda,UGA,2004,4.7002449,51.547,442,70.1,29.4,115,6.7,240,18
Ukraine,UKR,2004,6.17,68.18536585,22,13,8.9,15.1,,127,2.5
Upper middle income,UMC,2004,5.21230244,71.88759472,90,24.1,15,30.2,,133,8.841013289
Uruguay,URY,2004,8.30145359,76.007,21,13.1,7.7,15.2,0.3,25,2.8
United States,USA,2004,14.55115986,77.48780488,13,6.8,4.5,8.1,,5.7,2.5
Uzbekistan,UZB,2004,4.84,67.401,42,42.1,24.6,49.3,,119,16.6
St. Vincent and the Grenadines,VCT,2004,3.8658421,73.035,53,19.7,13.1,22.4,,8.5,9
"Venezuela, RB",VEN,2004,,72.514,107,16.4,10.3,19.2,0.5,33,9.3
British Virgin Islands,VGB,2004,,74.251,,13.8,8.6,16,,10,
Virgin Islands (U.S.),VIR,2004,,77.77317073,,,,,,,
Viet Nam,VNM,2004,4.08791971,73.135,67,20.5,12.8,25.8,0.3,272,15.4
Vanuatu,VUT,2004,3.53991532,69.313,97,23.1,11.6,27.5,,86,6.8
World,WLD,2004,9.397881905,68.82487369,305,46.5,27,65.8,0.7,179,12.6
Samoa,WSM,2004,4.52578545,71.696,62,16.6,7.7,19.4,,21,2.8
Kosovo,XKX,2004,,75.304,,29.8,21.1,33.4,,,
"Yemen, Rep.",YEM,2004,5.5144043,65.006,210,56,32.9,75,0.1,87,26
South Africa,ZAF,2004,6.938416,54.043,232,49.6,15.1,77.5,15.5,1150,3.4
Zambia,ZMB,2004,5.48490572,49.487,312,68,30.6,116.3,13.9,631,49.6
Zimbabwe,ZWE,2004,,44.502,488,51.6,30.8,90.5,18.8,607,30.7
Aruba,ABW,2005,,73.811,,,,,,11,
Africa Eastern and Southern,AFE,2005,5.960903112,54.22294997,598,70.01817136,33.41383491,109.7387902,6.253466121,,29.88657513
Afghanistan,AFG,2005,9.94828892,58.361,1103,78,56,109.5,0.1,189,34.2
Africa Western and Central,AFW,2005,4.245356757,52.30806344,844,85.6584281,38.66214662,142.3582693,,,13.64550531
Angola,AGO,2005,2.85219526,51.57,550,100.2,43.2,164.7,1.7,368,52.2
Albania,ALB,2005,5.72954512,76.621,11,17.8,10.5,20,0.1,19,8.9
Andorra,AND,2005,5.59476948,,,5.3,2.7,5.9,,15,
Arab World,ARB,2005,3.425723428,68.03131069,211,37.35971118,22.66627508,50.51447911,0.104194181,,10.87043621
United Arab Emirates,ARE,2005,2.32019687,76.683,13,7.7,5.4,9.8,0.1,2.5,7.8
Argentina,ARG,2005,7.61078882,75.139,63,15,9.1,16.7,0.4,31,3.6
Armenia,ARM,2005,5.86,71.792,38,21.2,12.4,23.8,0.1,92,12.4
American Samoa,ASM,2005,,,,,,,,12,
Antigua and Barbuda,ATG,2005,4.99094057,75.825,34,11,8.7,13.3,,8.7,
Australia,AUS,2005,7.97029352,80.84146341,5,4.8,3.3,5.7,0.1,5.9,2.5
Austria,AUT,2005,9.63,79.33170732,6,4.1,2.8,4.9,,13,2.5
Azerbaijan,AZE,2005,2.23,67.562,44,44.3,26.9,52.1,0.1,88,4.7
Burundi,BDI,2005,7.56016588,53.023,713,78.1,33.5,124.3,2.1,195,
Belgium,BEL,2005,9.22374916,78.9804878,7,4.1,2.6,5,0.2,12,2.5
Benin,BEN,2005,3.22345805,57.125,509,76.3,35.6,121.1,1.4,73,11.4
Burkina Faso,BFA,2005,3.95109582,53.092,417,80.4,35.7,152.2,1.4,64,17.3
Bangladesh,BGD,2005,2.05873919,67.299,376,49.3,36.1,64.5,0.1,221,13.7
Bulgaria,BGR,2005,6.89,72.56097561,14,11,5.9,13.3,0.1,52,5
Bahrain,BHR,2005,3.25870824,76.931,21,9.1,3.6,10.7,,35,
"Bahamas, The",BHS,2005,4.03196478,72.765,74,14.4,8.6,16.8,1.7,16,
Bosnia and Herzegovina,BIH,2005,9.05,75.42,11,6.5,5.2,7.5,,70,2.5
Belarus,BLR,2005,6.07,68.85121951,11,6.7,3.2,8.7,0.1,69,2.5
Belize,BLZ,2005,3.46698904,69.376,72,17.8,10,20.9,1.4,41,5.2
Bermuda,BMU,2005,,77.927,,,,,,7.9,
Bolivia,BOL,2005,5.07408142,64.386,230,43.3,26.4,56.5,0.3,158,27.5
Brazil,BRA,2005,8.03539562,71.753,70,22,14.2,24.7,0.4,50,6.2
Barbados,BRB,2005,6.77536297,74.89,43,14.1,9.7,15.4,1.1,4.1,5.7
Brunei Darussalam,BRN,2005,2.23386168,74.731,46,7.8,5,9.5,,52,
Bhutan,BTN,2005,4.13416338,65.805,186,44.4,26.9,57.1,0.2,190,
Botswana,BWA,2005,5.26532936,52.61,201,39.9,19.3,69.4,23.6,728,22.9
Central African Republic,CAF,2005,4.36732149,46.433,1158,100,39.8,148.7,6,540,38.7
Canada,CAN,2005,9.03540611,80.11268293,11,5.2,3.9,6.1,0.2,5.5,2.5
Central Europe and the Baltics,CEB,2005,6.358630785,73.84499514,14,8.458640497,5.126071427,9.979643953,0.110097035,,2.837631898
Switzerland,CHE,2005,10.05823421,81.23658537,9,4.3,3.3,5.1,0.2,8,2.5
Channel Islands,CHI,2005,,80.344,,,,,,,
Chile,CHL,2005,6.62372112,78.016,27,7.8,5.4,9.1,0.2,18,3
China,CHN,2005,4.17605019,74.111,46,19.4,13.8,24,,91,7.2
Cote d'Ivoire,CIV,2005,5.00639105,51.824,540,83.3,38.5,122.1,4.8,267,19.3
Cameroon,CMR,2005,3.77274442,54.362,573,78.3,33.7,128.1,4.8,311,15.7
"Congo, Dem. Rep.",COD,2005,3.98558235,53.927,635,95.2,36,136.1,1.4,327,31.7
"Congo, Rep.",COG,2005,1.71774101,58.126,488,56.7,26.7,86.2,3.7,426,29.1
Colombia,COL,2005,6.06710529,73.081,82,18.3,11.6,21.5,0.4,30,11.1
Comoros,COM,2005,6.12521315,59.604,360,62.3,37.5,84.8,0.1,36,16.6
Cabo Verde,CPV,2005,4.27364111,72.68,77,22.8,15.8,27.1,0.8,75,11.1
Costa Rica,CRI,2005,6.6642971,78.505,31,9.8,7.1,11.3,0.2,16,3.4
Caribbean small states,CSS,2005,4.709121408,69.51518524,127,22.97295708,16.22528012,27.23886834,1.283138022,,6.91276614
Cuba,CUB,2005,8.75525475,77.047,43,5.6,3.3,7.1,0.2,7.9,2.5
Curacao,CUW,2005,,73.56570732,,,,,,,
Cayman Islands,CYM,2005,,,,,,,,1.1,
Cyprus,CYP,2005,5.44,78.101,27,3.9,2.5,4.7,0.1,3.8,8.4
Czechia,CZE,2005,6.34086704,75.92439024,5,3.6,2.2,4.4,0.1,11,2.5
Germany,DEU,2005,10.31153965,78.93170732,7,3.9,2.6,4.7,,7.6,2.5
Djibouti,DJI,2005,3.80623102,58.316,368,70.7,40.5,88,,463,30.1
Dominica,DMA,2005,4.97772503,72.254,,18.1,16.9,19.8,,12,2.7
Denmark,DNK,2005,9.09,77.84390244,7,4.1,3.1,4.8,0.1,8.4,2.5
Dominican Republic,DOM,2005,4.35391188,70.875,87,29.7,23.2,36.3,1.3,69,19.3
Algeria,DZA,2005,3.23516107,72.061,144,29,19.9,33.8,0.1,80,6.2
East Asia & Pacific (excluding high income),EAP,2005,3.883410589,72.54739959,110,24.28871616,15.67837201,30.43475021,,178,10.49620028
Early-demographic dividend,EAR,2005,4.782172876,66.18648497,273,48.90461516,31.52732142,64.50290012,0.822311651,,17.49647992
East Asia & Pacific,EAS,2005,6.132913278,73.43127282,106,23,14.8,28.8,,164,9.653896618
Europe & Central Asia (excluding high income),ECA,2005,5.258975387,70.07819276,32,26.20288577,15.75581193,30.64898482,,93,6.687307945
Europe & Central Asia,ECS,2005,8.600923786,74.17983448,20,13.2,8,15.6,,50,3.610621138
Ecuador,ECU,2005,5.59754324,74.514,92,19.9,11,23.4,0.3,40,21.5
"Egypt, Arab Rep.",EGY,2005,4.92229176,68.779,58,29.4,18.9,35.8,0.1,21,5.9
Euro area,EMU,2005,9.291317336,79.37061247,8,3.902685922,2.658470618,4.850971934,0.271495627,,2.568231809
Eritrea,ERI,2005,6.8641758,60.597,546,46.2,24.8,67.7,1.1,209,
Spain,ESP,2005,7.73191786,80.17073171,4,3.8,2.4,4.7,0.4,19,2.5
Estonia,EST,2005,5.29536057,72.56829268,13,5.6,3.3,7.1,0.5,41,2.5
Ethiopia,ETH,2005,4.10098124,54.008,880,69.8,43.6,109.5,1.8,341,37
European Union,EUU,2005,9.076780276,78.27139627,9,4.867803752,3.181576207,5.925005485,0.225829621,,2.596228646
Fragile and conflict affected situations,FCS,2005,4.523565662,57.00946316,708,74.23372604,36.46084705,117.0011607,1.979066316,,21.05682342
Finland,FIN,2005,8.29,78.81707317,8,3.1,2.1,3.7,,7.4,2.5
Fiji,FJI,2005,3.25656676,66.632,45,19.8,11.6,23.3,0.1,20,3.5
France,FRA,2005,10.2148447,80.16341463,9,3.3,2.4,4.6,0.3,9.8,2.5
Faroe Islands,FRO,2005,,79.2902439,,,,,,,
"Micronesia, Fed. Sts.",FSM,2005,17.73306656,70.884,57,29.7,19.4,36.2,,110,
Gabon,GAB,2005,2.9324131,61.959,239,47.7,26.3,74.2,4.8,592,14.6
United Kingdom,GBR,2005,8.36301231,79.04878049,11,5.1,3.5,6,,15,2.5
Georgia,GEO,2005,8.08,71.13,45,20.9,15.8,23.5,0.1,175,4
Ghana,GHA,2005,3.63137388,59.76,390,55.1,32.7,83.4,2.2,203,11.1
Gibraltar,GIB,2005,,81.442,,,,,,,
Guinea,GIN,2005,4.04512262,54.632,846,85.1,39.7,136.9,1.7,210,16.3
"Gambia, The",GMB,2005,5.38602448,58.394,718,53,36.9,91.2,1.9,190,17.6
Guinea-Bissau,GNB,2005,4.5516243,52.249,977,89.3,50.8,144.6,4.4,361,16.4
Equatorial Guinea,GNQ,2005,1.29643106,55.464,258,93.2,42,133.5,4.9,192,
Greece,GRC,2005,8.56466961,79.23902439,3,3.9,2.5,4.6,0.1,7.3,2.5
Grenada,GRD,2005,5.14460278,73.521,32,12.4,7.8,14.5,,1.7,
Greenland,GRL,2005,,68.23512195,,,,,,156,
